seat number,building,date,time slot,student number
74,D,2024-12-21,10:00-12:00,S10087
64,D,2024-10-13,16:00-18:00,S10087
64,D,2024-12-20,14:00-16:00,S10087
31,B,2024-09-25,16:00-18:00,S10087
56,C,2024-05-08,8:00-10:00,S10087
31,B,2024-05-13,14:00-16:00,S10087
43,C,2024-05-27,16:00-18:00,S10169
32,B,2024-05-10,14:00-16:00,S10169
67,D,2024-12-05,10:00-12:00,S10169
68,D,2024-12-19,10:00-12:00,S10169
76,D,2024-04-28,10:00-12:00,S10169
71,D,2024-10-03,14:00-16:00,S10169
71,D,2024-12-03,8:00-10:00,S10169
16,A,2024-11-09,16:00-18:00,S10169
70,D,2024-10-24,14:00-16:00,S10169
56,C,2024-10-03,14:00-16:00,S10169
17,A,2024-12-24,14:00-16:00,S10169
13,A,2024-11-06,16:00-18:00,S10191
33,B,2024-10-15,16:00-18:00,S10191
65,D,2024-05-22,14:00-16:00,S10191
17,A,2024-06-26,14:00-16:00,S10191
66,D,2024-05-08,16:00-18:00,S10191
57,C,2024-12-23,14:00-16:00,S10191
44,C,2024-04-25,8:00-10:00,S10191
56,C,2024-12-27,10:00-12:00,S10191
28,B,2024-12-25,14:00-16:00,S10191
56,C,2024-12-28,16:00-18:00,S10191
37,B,2024-12-10,14:00-16:00,S10191
46,C,2024-12-18,10:00-12:00,S10045
31,B,2024-09-05,16:00-18:00,S10045
78,D,2024-11-24,14:00-16:00,S10045
55,C,2024-12-07,14:00-16:00,S10045
38,B,2024-12-16,14:00-16:00,S10045
78,D,2024-05-22,14:00-16:00,S10045
69,D,2024-10-01,14:00-16:00,S10099
73,D,2024-04-23,10:00-12:00,S10146
21,B,2024-11-24,16:00-18:00,S10146
44,C,2024-12-17,8:00-10:00,S10146
8,A,2024-12-13,8:00-10:00,S10146
70,D,2024-05-01,14:00-16:00,S10146
28,B,2024-12-03,14:00-16:00,S10146
38,B,2024-04-28,14:00-16:00,S10146
22,B,2024-09-19,14:00-16:00,S10146
33,B,2024-12-07,16:00-18:00,S10146
71,D,2024-09-07,10:00-12:00,S10146
77,D,2024-02-17,14:00-16:00,S10146
56,C,2024-10-20,14:00-16:00,S10020
78,D,2024-12-02,14:00-16:00,S10020
31,B,2024-11-05,10:00-12:00,S10020
40,B,2024-12-05,14:00-16:00,S10020
80,D,2024-05-07,16:00-18:00,S10020
77,D,2024-03-16,14:00-16:00,S10020
38,B,2024-12-08,16:00-18:00,S10020
58,C,2024-12-22,14:00-16:00,S10020
30,B,2024-12-28,14:00-16:00,S10020
18,A,2024-05-25,16:00-18:00,S10020
54,C,2024-12-10,8:00-10:00,S10029
70,D,2024-12-28,14:00-16:00,S10029
22,B,2024-12-18,16:00-18:00,S10029
37,B,2024-12-17,16:00-18:00,S10029
75,D,2024-05-06,16:00-18:00,S10044
54,C,2024-12-24,14:00-16:00,S10044
67,D,2024-09-03,14:00-16:00,S10044
52,C,2024-12-14,14:00-16:00,S10044
54,C,2024-11-23,10:00-12:00,S10044
37,B,2024-11-26,14:00-16:00,S10044
27,B,2024-12-02,16:00-18:00,S10044
79,D,2024-12-03,16:00-18:00,S10044
38,B,2024-05-16,8:00-10:00,S10044
60,C,2024-06-18,14:00-16:00,S10044
35,B,2024-04-28,16:00-18:00,S10044
50,C,2024-11-16,14:00-16:00,S10044
26,B,2024-02-13,10:00-12:00,S10135
12,A,2024-09-01,14:00-16:00,S10135
51,C,2024-02-25,14:00-16:00,S10135
67,D,2024-03-17,14:00-16:00,S10135
59,C,2024-05-13,14:00-16:00,S10135
70,D,2024-12-12,16:00-18:00,S10135
77,D,2024-02-20,8:00-10:00,S10135
79,D,2024-12-08,10:00-12:00,S10135
71,D,2024-10-13,16:00-18:00,S10135
28,B,2024-12-12,10:00-12:00,S10135
18,A,2024-10-14,8:00-10:00,S10039
33,B,2024-10-03,10:00-12:00,S10039
33,B,2024-10-23,14:00-16:00,S10039
60,C,2024-03-07,10:00-12:00,S10039
70,D,2024-06-14,10:00-12:00,S10039
25,B,2024-02-27,10:00-12:00,S10039
28,B,2024-05-10,14:00-16:00,S10039
51,C,2024-03-27,8:00-10:00,S10039
52,C,2024-05-22,8:00-10:00,S10039
67,D,2024-06-21,14:00-16:00,S10039
51,C,2024-07-17,10:00-12:00,S10001
46,C,2024-09-20,14:00-16:00,S10110
52,C,2024-07-18,8:00-10:00,S10019
11,A,2024-10-06,16:00-18:00,S10110
56,C,2024-06-15,16:00-18:00,S10110
9,A,2024-12-02,14:00-16:00,S10110
79,D,2024-12-25,16:00-18:00,S10110
22,B,2024-05-10,16:00-18:00,S10110
18,A,2024-02-22,14:00-16:00,S10089
8,A,2024-12-28,14:00-16:00,S10089
59,C,2024-12-17,10:00-12:00,S10089
24,B,2024-05-01,16:00-18:00,S10089
32,B,2024-09-23,14:00-16:00,S10089
64,D,2024-12-12,14:00-16:00,S10089
20,A,2024-05-23,16:00-18:00,S10089
3,A,2024-05-15,10:00-12:00,S10089
50,C,2024-02-15,10:00-12:00,S10089
17,A,2024-06-10,10:00-12:00,S10089
14,A,2024-06-05,14:00-16:00,S10089
28,B,2024-03-25,14:00-16:00,S10089
80,D,2024-12-05,14:00-16:00,S10089
18,A,2024-05-05,10:00-12:00,S10022
50,C,2024-12-11,16:00-18:00,S10022
56,C,2024-05-18,14:00-16:00,S10022
38,B,2024-05-19,16:00-18:00,S10022
13,A,2024-10-21,14:00-16:00,S10022
14,A,2024-12-13,10:00-12:00,S10157
33,B,2024-05-03,16:00-18:00,S10157
44,C,2024-07-19,14:00-16:00,S10127
13,A,2024-02-26,10:00-12:00,S10157
34,B,2024-05-13,16:00-18:00,S10157
44,C,2024-07-19,16:00-18:00,S10031
42,C,2024-07-19,16:00-18:00,S10022
6,A,2024-12-12,14:00-16:00,S10157
19,A,2024-05-08,14:00-16:00,S10157
4,A,2024-05-05,14:00-16:00,S10005
40,B,2024-09-05,14:00-16:00,S10005
71,D,2024-04-15,10:00-12:00,S10005
8,A,2024-03-03,14:00-16:00,S10005
11,A,2024-12-07,10:00-12:00,S10005
59,C,2024-05-03,14:00-16:00,S10005
59,C,2024-03-10,16:00-18:00,S10005
69,D,2024-10-06,16:00-18:00,S10005
4,A,2024-09-04,14:00-16:00,S10005
44,C,2024-09-07,14:00-16:00,S10005
58,C,2024-05-20,10:00-12:00,S10005
28,B,2024-12-08,14:00-16:00,S10136
31,B,2024-12-23,10:00-12:00,S10136
20,A,2024-03-14,14:00-16:00,S10136
7,A,2024-05-02,10:00-12:00,S10136
2,A,2024-11-13,14:00-16:00,S10136
35,B,2024-12-05,16:00-18:00,S10136
65,D,2024-09-24,14:00-16:00,S10136
77,D,2024-09-02,14:00-16:00,S10159
77,D,2024-04-10,14:00-16:00,S10159
64,D,2024-09-24,8:00-10:00,S10159
80,D,2024-05-14,10:00-12:00,S10159
63,D,2024-05-26,10:00-12:00,S10159
48,C,2024-12-10,14:00-16:00,S10159
2,A,2024-12-13,14:00-16:00,S10147
77,D,2024-05-11,8:00-10:00,S10147
15,A,2024-05-04,14:00-16:00,S10147
66,D,2024-09-11,14:00-16:00,S10147
16,A,2024-03-18,10:00-12:00,S10147
13,A,2024-04-07,16:00-18:00,S10147
45,C,2024-11-08,10:00-12:00,S10147
46,C,2024-03-01,10:00-12:00,S10147
22,B,2024-06-16,14:00-16:00,S10147
26,B,2024-12-23,14:00-16:00,S10147
34,B,2024-05-22,10:00-12:00,S10147
8,A,2024-10-21,14:00-16:00,S10147
41,C,2024-02-08,14:00-16:00,S10147
5,A,2024-12-05,14:00-16:00,S10054
41,C,2024-06-04,16:00-18:00,S10054
23,B,2024-05-22,16:00-18:00,S10054
66,D,2024-12-10,14:00-16:00,S10054
13,A,2024-04-26,10:00-12:00,S10054
76,D,2024-05-02,14:00-16:00,S10054
41,C,2024-05-13,14:00-16:00,S10054
59,C,2024-06-11,14:00-16:00,S10054
52,C,2024-07-20,14:00-16:00,S10018
65,D,2024-10-09,16:00-18:00,S10054
47,C,2024-04-14,10:00-12:00,S10054
57,C,2024-05-25,14:00-16:00,S10054
20,A,2024-12-11,14:00-16:00,S10095
14,A,2024-06-26,10:00-12:00,S10095
9,A,2024-05-25,8:00-10:00,S10095
75,D,2024-05-23,8:00-10:00,S10095
1,A,2024-12-15,14:00-16:00,S10095
28,B,2024-05-19,14:00-16:00,S10095
29,B,2024-12-11,8:00-10:00,S10095
49,C,2024-05-17,10:00-12:00,S10095
19,A,2024-12-23,14:00-16:00,S10117
27,B,2024-05-24,14:00-16:00,S10117
44,C,2024-07-21,16:00-18:00,S10104
23,B,2024-04-02,14:00-16:00,S10117
44,C,2024-12-09,8:00-10:00,S10117
36,B,2024-05-25,14:00-16:00,S10117
18,A,2024-11-02,14:00-16:00,S10117
24,B,2024-03-24,14:00-16:00,S10117
75,D,2024-03-08,8:00-10:00,S10117
29,B,2024-09-28,14:00-16:00,S10117
47,C,2024-05-28,14:00-16:00,S10144
51,C,2024-06-26,10:00-12:00,S10144
23,B,2024-04-14,16:00-18:00,S10144
54,C,2024-12-04,16:00-18:00,S10144
62,D,2024-12-22,14:00-16:00,S10144
12,A,2024-01-18,16:00-18:00,S10144
7,A,2024-05-06,14:00-16:00,S10144
19,A,2024-03-08,14:00-16:00,S10031
70,D,2024-10-23,14:00-16:00,S10031
60,C,2024-07-21,8:00-10:00,S10191
32,B,2024-03-12,8:00-10:00,S10031
43,C,2024-12-12,14:00-16:00,S10031
62,D,2024-10-21,10:00-12:00,S10031
59,C,2024-04-17,10:00-12:00,S10058
46,C,2024-05-05,14:00-16:00,S10058
33,B,2024-02-25,16:00-18:00,S10058
56,C,2024-11-17,10:00-12:00,S10058
77,D,2024-12-28,16:00-18:00,S10058
49,C,2024-05-28,16:00-18:00,S10058
78,D,2024-01-07,16:00-18:00,S10058
8,A,2024-09-18,10:00-12:00,S10024
51,C,2024-09-08,8:00-10:00,S10024
43,C,2024-02-19,14:00-16:00,S10024
79,D,2024-10-07,10:00-12:00,S10024
47,C,2024-01-16,16:00-18:00,S10024
9,A,2024-05-10,14:00-16:00,S10024
48,C,2024-05-02,14:00-16:00,S10024
16,A,2024-05-28,16:00-18:00,S10069
46,C,2024-12-13,10:00-12:00,S10069
63,D,2024-12-12,10:00-12:00,S10069
73,D,2024-09-16,16:00-18:00,S10069
10,A,2024-12-23,16:00-18:00,S10160
25,B,2024-12-28,16:00-18:00,S10160
44,C,2024-12-28,10:00-12:00,S10160
49,C,2024-07-21,14:00-16:00,S10142
53,C,2024-05-21,10:00-12:00,S10160
18,A,2024-12-20,10:00-12:00,S10160
78,D,2024-12-03,14:00-16:00,S10160
67,D,2024-05-10,14:00-16:00,S10160
4,A,2024-05-06,14:00-16:00,S10160
50,C,2024-12-09,16:00-18:00,S10160
78,D,2024-05-23,14:00-16:00,S10160
53,C,2024-07-23,14:00-16:00,S10029
38,B,2024-10-01,10:00-12:00,S10160
51,C,2024-07-24,16:00-18:00,S10012
62,D,2024-05-15,14:00-16:00,S10125
15,A,2024-01-02,14:00-16:00,S10125
61,D,2024-05-10,10:00-12:00,S10125
46,C,2024-12-13,14:00-16:00,S10062
57,C,2024-05-23,14:00-16:00,S10062
37,B,2024-12-03,16:00-18:00,S10062
15,A,2024-04-07,14:00-16:00,S10062
6,A,2024-03-13,8:00-10:00,S10062
68,D,2024-05-26,16:00-18:00,S10028
19,A,2024-10-18,10:00-12:00,S10028
77,D,2024-04-16,14:00-16:00,S10028
45,C,2024-03-19,8:00-10:00,S10047
42,C,2024-07-26,14:00-16:00,S10030
41,C,2024-03-27,10:00-12:00,S10047
47,C,2024-04-25,14:00-16:00,S10047
31,B,2024-12-22,8:00-10:00,S10047
34,B,2024-06-10,14:00-16:00,S10047
76,D,2024-03-18,8:00-10:00,S10047
15,A,2024-06-18,10:00-12:00,S10047
58,C,2024-02-16,16:00-18:00,S10102
77,D,2024-05-28,10:00-12:00,S10102
75,D,2024-09-17,10:00-12:00,S10102
36,B,2024-12-13,14:00-16:00,S10102
67,D,2024-04-02,14:00-16:00,S10102
7,A,2024-01-07,10:00-12:00,S10102
7,A,2024-03-24,16:00-18:00,S10102
69,D,2024-05-05,14:00-16:00,S10102
77,D,2024-02-10,16:00-18:00,S10102
44,C,2024-12-19,8:00-10:00,S10102
55,C,2024-05-01,14:00-16:00,S10102
26,B,2024-03-07,16:00-18:00,S10172
52,C,2024-05-21,14:00-16:00,S10172
19,A,2024-03-06,8:00-10:00,S10172
6,A,2024-05-15,14:00-16:00,S10172
11,A,2024-05-18,14:00-16:00,S10172
51,C,2024-06-05,16:00-18:00,S10172
79,D,2024-12-23,14:00-16:00,S10172
47,C,2024-12-24,16:00-18:00,S10172
6,A,2024-10-13,16:00-18:00,S10172
72,D,2024-12-03,16:00-18:00,S10172
24,B,2024-05-27,14:00-16:00,S10156
65,D,2024-03-01,14:00-16:00,S10156
55,C,2024-12-23,10:00-12:00,S10156
14,A,2024-09-25,14:00-16:00,S10156
2,A,2024-12-11,16:00-18:00,S10156
22,B,2024-06-23,14:00-16:00,S10156
12,A,2024-12-11,8:00-10:00,S10156
30,B,2024-03-09,14:00-16:00,S10156
33,B,2024-12-14,16:00-18:00,S10156
42,C,2024-02-16,14:00-16:00,S10094
60,C,2024-12-12,14:00-16:00,S10094
42,C,2024-05-14,10:00-12:00,S10094
57,C,2024-05-15,14:00-16:00,S10094
5,A,2024-12-18,14:00-16:00,S10094
60,C,2024-05-24,8:00-10:00,S10094
3,A,2024-05-07,14:00-16:00,S10094
13,A,2024-05-22,14:00-16:00,S10094
56,C,2024-07-27,14:00-16:00,S10163
32,B,2024-10-19,14:00-16:00,S10094
29,B,2024-05-25,14:00-16:00,S10094
66,D,2024-12-08,14:00-16:00,S10073
27,B,2024-11-24,10:00-12:00,S10073
78,D,2024-11-05,14:00-16:00,S10073
18,A,2024-06-19,10:00-12:00,S10073
16,A,2024-05-22,16:00-18:00,S10073
56,C,2024-12-16,14:00-16:00,S10073
30,B,2024-12-13,14:00-16:00,S10073
5,A,2024-02-21,14:00-16:00,S10073
12,A,2024-03-25,10:00-12:00,S10073
54,C,2024-12-11,14:00-16:00,S10073
39,B,2024-01-15,14:00-16:00,S10082
57,C,2024-06-08,16:00-18:00,S10082
26,B,2024-12-14,16:00-18:00,S10082
9,A,2024-12-11,16:00-18:00,S10082
54,C,2024-06-07,16:00-18:00,S10082
13,A,2024-05-22,10:00-12:00,S10082
12,A,2024-12-01,10:00-12:00,S10082
3,A,2024-01-17,14:00-16:00,S10082
28,B,2024-11-08,14:00-16:00,S10118
78,D,2024-05-19,16:00-18:00,S10118
39,B,2024-04-10,14:00-16:00,S10118
16,A,2024-01-09,10:00-12:00,S10118
58,C,2024-02-16,14:00-16:00,S10118
27,B,2024-10-17,16:00-18:00,S10118
46,C,2024-12-12,8:00-10:00,S10118
55,C,2024-07-27,16:00-18:00,S10040
6,A,2024-02-07,14:00-16:00,S10118
36,B,2024-08-22,14:00-16:00,S10118
28,B,2024-12-23,16:00-18:00,S10021
49,C,2024-07-27,14:00-16:00,S10131
75,D,2024-12-22,16:00-18:00,S10021
57,C,2024-06-22,10:00-12:00,S10021
6,A,2024-03-10,14:00-16:00,S10021
65,D,2024-04-03,14:00-16:00,S10021
60,C,2024-12-13,16:00-18:00,S10021
12,A,2024-05-24,16:00-18:00,S10021
35,B,2024-01-14,14:00-16:00,S10021
44,C,2024-07-27,14:00-16:00,S10090
2,A,2024-01-09,14:00-16:00,S10092
22,B,2024-12-17,8:00-10:00,S10092
65,D,2024-02-14,14:00-16:00,S10092
19,A,2024-05-02,14:00-16:00,S10092
45,C,2024-09-19,16:00-18:00,S10092
46,C,2024-12-19,14:00-16:00,S10092
57,C,2024-05-05,16:00-18:00,S10092
75,D,2024-01-26,14:00-16:00,S10092
52,C,2024-02-20,16:00-18:00,S10092
21,B,2024-12-26,10:00-12:00,S10068
21,B,2024-05-02,16:00-18:00,S10068
70,D,2024-10-22,14:00-16:00,S10068
47,C,2024-05-10,14:00-16:00,S10068
78,D,2024-05-03,14:00-16:00,S10068
61,D,2024-10-28,10:00-12:00,S10068
55,C,2024-07-28,14:00-16:00,S10090
31,B,2024-05-24,14:00-16:00,S10097
6,A,2024-12-24,16:00-18:00,S10097
79,D,2024-05-19,8:00-10:00,S10097
79,D,2024-05-22,14:00-16:00,S10097
41,C,2024-05-04,16:00-18:00,S10097
41,C,2024-05-19,8:00-10:00,S10097
50,C,2024-05-12,14:00-16:00,S10195
9,A,2024-09-13,10:00-12:00,S10195
56,C,2024-09-28,16:00-18:00,S10195
31,B,2024-05-03,16:00-18:00,S10195
2,A,2024-05-04,16:00-18:00,S10195
73,D,2024-12-12,16:00-18:00,S10195
20,A,2024-02-12,14:00-16:00,S10195
16,A,2024-03-18,14:00-16:00,S10086
49,C,2024-10-25,14:00-16:00,S10086
35,B,2024-05-06,10:00-12:00,S10086
42,C,2024-07-29,10:00-12:00,S10190
59,C,2024-12-07,10:00-12:00,S10086
71,D,2024-03-18,16:00-18:00,S10086
9,A,2024-01-14,14:00-16:00,S10043
47,C,2024-04-28,14:00-16:00,S10043
73,D,2024-09-15,16:00-18:00,S10043
79,D,2024-05-03,14:00-16:00,S10043
8,A,2024-03-24,14:00-16:00,S10043
16,A,2024-05-21,8:00-10:00,S10043
74,D,2024-05-02,8:00-10:00,S10145
72,D,2024-04-25,14:00-16:00,S10145
20,A,2024-09-01,8:00-10:00,S10145
10,A,2024-11-22,8:00-10:00,S10145
51,C,2024-05-05,10:00-12:00,S10145
31,B,2024-10-16,14:00-16:00,S10145
27,B,2024-12-21,16:00-18:00,S10145
14,A,2024-09-18,16:00-18:00,S10111
35,B,2024-06-04,16:00-18:00,S10111
1,A,2024-02-28,10:00-12:00,S10111
62,D,2024-10-28,16:00-18:00,S10111
18,A,2024-06-15,14:00-16:00,S10111
62,D,2024-12-14,16:00-18:00,S10111
46,C,2024-04-15,16:00-18:00,S10111
1,A,2024-12-13,14:00-16:00,S10111
1,A,2024-04-14,8:00-10:00,S10111
33,B,2024-09-01,10:00-12:00,S10111
80,D,2024-10-15,14:00-16:00,S10111
12,A,2024-12-19,8:00-10:00,S10111
36,B,2024-12-13,16:00-18:00,S10131
45,C,2024-07-29,14:00-16:00,S10134
50,C,2024-05-13,8:00-10:00,S10131
65,D,2024-12-22,16:00-18:00,S10131
77,D,2024-12-27,16:00-18:00,S10131
53,C,2024-04-13,14:00-16:00,S10131
26,B,2024-12-08,16:00-18:00,S10131
37,B,2024-05-16,16:00-18:00,S10131
54,C,2024-10-19,8:00-10:00,S10131
64,D,2024-11-27,14:00-16:00,S10131
65,D,2024-06-10,16:00-18:00,S10131
73,D,2024-12-02,14:00-16:00,S10131
27,B,2024-12-13,16:00-18:00,S10131
22,B,2024-05-03,10:00-12:00,S10001
57,C,2024-07-29,14:00-16:00,S10052
71,D,2024-05-16,10:00-12:00,S10001
38,B,2024-09-09,10:00-12:00,S10001
39,B,2024-12-07,8:00-10:00,S10001
27,B,2024-03-19,16:00-18:00,S10001
6,A,2024-12-05,14:00-16:00,S10001
66,D,2024-02-05,14:00-16:00,S10001
40,B,2024-01-14,14:00-16:00,S10059
29,B,2024-10-04,14:00-16:00,S10059
76,D,2024-06-03,16:00-18:00,S10059
67,D,2024-09-23,14:00-16:00,S10059
21,B,2024-12-18,14:00-16:00,S10059
19,A,2024-05-05,16:00-18:00,S10059
50,C,2024-12-04,16:00-18:00,S10059
22,B,2024-04-21,10:00-12:00,S10059
37,B,2024-05-19,10:00-12:00,S10059
10,A,2024-04-24,14:00-16:00,S10059
71,D,2024-03-26,16:00-18:00,S10107
47,C,2024-03-11,14:00-16:00,S10107
28,B,2024-10-12,10:00-12:00,S10107
67,D,2024-11-03,10:00-12:00,S10107
67,D,2024-11-09,14:00-16:00,S10107
7,A,2024-05-10,8:00-10:00,S10107
10,A,2024-05-03,14:00-16:00,S10107
5,A,2024-05-24,14:00-16:00,S10107
71,D,2024-12-20,14:00-16:00,S10107
53,C,2024-01-13,14:00-16:00,S10107
13,A,2024-03-21,16:00-18:00,S10161
26,B,2024-04-23,16:00-18:00,S10161
52,C,2024-03-25,16:00-18:00,S10161
64,D,2024-05-20,16:00-18:00,S10161
67,D,2024-02-10,8:00-10:00,S10161
38,B,2024-12-28,14:00-16:00,S10161
64,D,2024-05-15,14:00-16:00,S10161
21,B,2024-02-01,14:00-16:00,S10161
34,B,2024-04-06,14:00-16:00,S10161
49,C,2024-12-22,14:00-16:00,S10161
52,C,2024-03-13,14:00-16:00,S10183
7,A,2024-12-21,14:00-16:00,S10183
28,B,2024-12-08,8:00-10:00,S10183
60,C,2024-11-24,14:00-16:00,S10183
43,C,2024-12-27,14:00-16:00,S10183
60,C,2024-04-11,16:00-18:00,S10183
39,B,2024-03-28,16:00-18:00,S10183
75,D,2024-12-24,16:00-18:00,S10183
30,B,2024-06-05,10:00-12:00,S10183
47,C,2024-12-15,14:00-16:00,S10076
54,C,2024-06-09,16:00-18:00,S10076
16,A,2024-05-09,14:00-16:00,S10076
12,A,2024-02-11,16:00-18:00,S10076
64,D,2024-11-12,16:00-18:00,S10076
13,A,2024-12-17,16:00-18:00,S10076
13,A,2024-06-13,14:00-16:00,S10076
79,D,2024-12-24,10:00-12:00,S10076
13,A,2024-05-06,14:00-16:00,S10179
77,D,2024-05-08,16:00-18:00,S10179
20,A,2024-03-08,14:00-16:00,S10179
15,A,2024-03-04,16:00-18:00,S10179
27,B,2024-03-08,16:00-18:00,S10016
60,C,2024-05-12,14:00-16:00,S10016
25,B,2024-09-17,16:00-18:00,S10016
66,D,2024-11-20,16:00-18:00,S10016
31,B,2024-11-04,14:00-16:00,S10016
72,D,2024-10-26,10:00-12:00,S10016
27,B,2024-12-12,8:00-10:00,S10016
64,D,2024-05-02,14:00-16:00,S10016
80,D,2024-05-05,14:00-16:00,S10016
80,D,2024-11-13,10:00-12:00,S10184
48,C,2024-10-18,14:00-16:00,S10184
59,C,2024-12-18,16:00-18:00,S10184
11,A,2024-03-10,14:00-16:00,S10184
31,B,2024-11-24,8:00-10:00,S10184
44,C,2024-05-24,16:00-18:00,S10184
9,A,2024-12-08,14:00-16:00,S10184
58,C,2024-05-14,14:00-16:00,S10184
66,D,2024-05-05,14:00-16:00,S10184
69,D,2024-09-12,14:00-16:00,S10184
45,C,2024-05-23,10:00-12:00,S10184
42,C,2024-11-25,14:00-16:00,S10184
54,C,2024-11-27,14:00-16:00,S10153
2,A,2024-04-11,10:00-12:00,S10153
37,B,2024-09-04,10:00-12:00,S10153
4,A,2024-12-05,16:00-18:00,S10153
32,B,2024-05-06,14:00-16:00,S10153
65,D,2024-06-02,10:00-12:00,S10153
76,D,2024-09-12,8:00-10:00,S10153
63,D,2024-05-20,16:00-18:00,S10153
22,B,2024-04-21,16:00-18:00,S10153
27,B,2024-10-15,14:00-16:00,S10153
9,A,2024-12-27,14:00-16:00,S10153
75,D,2024-09-21,10:00-12:00,S10153
79,D,2024-05-20,16:00-18:00,S10175
61,D,2024-05-23,10:00-12:00,S10175
29,B,2024-10-08,10:00-12:00,S10175
80,D,2024-09-23,14:00-16:00,S10175
47,C,2024-05-14,10:00-12:00,S10175
65,D,2024-10-26,14:00-16:00,S10175
66,D,2024-10-14,14:00-16:00,S10175
15,A,2024-10-05,14:00-16:00,S10175
18,A,2024-05-08,16:00-18:00,S10175
28,B,2024-12-24,8:00-10:00,S10017
54,C,2024-12-07,14:00-16:00,S10017
29,B,2024-12-09,16:00-18:00,S10017
21,B,2024-03-07,10:00-12:00,S10017
6,A,2024-02-02,14:00-16:00,S10017
66,D,2024-10-16,14:00-16:00,S10017
59,C,2024-12-14,16:00-18:00,S10017
7,A,2024-05-14,10:00-12:00,S10017
29,B,2024-03-13,16:00-18:00,S10017
9,A,2024-02-09,14:00-16:00,S10017
15,A,2024-05-08,14:00-16:00,S10017
75,D,2024-03-03,16:00-18:00,S10017
79,D,2024-07-01,14:00-16:00,S10196
76,D,2024-11-20,14:00-16:00,S10017
21,B,2024-12-10,14:00-16:00,S10171
66,D,2024-07-01,14:00-16:00,S10035
47,C,2024-05-02,14:00-16:00,S10171
42,C,2024-12-25,14:00-16:00,S10171
22,B,2024-01-02,14:00-16:00,S10171
37,B,2024-02-25,14:00-16:00,S10006
37,B,2024-12-28,14:00-16:00,S10006
24,B,2024-12-16,16:00-18:00,S10006
70,D,2024-04-02,14:00-16:00,S10006
57,C,2024-09-04,14:00-16:00,S10006
42,C,2024-10-15,14:00-16:00,S10006
80,D,2024-03-05,14:00-16:00,S10006
13,A,2024-12-13,10:00-12:00,S10081
36,B,2024-10-02,16:00-18:00,S10081
34,B,2024-05-02,10:00-12:00,S10081
46,C,2024-12-06,16:00-18:00,S10081
42,C,2024-12-14,14:00-16:00,S10081
79,D,2024-12-13,16:00-18:00,S10081
19,A,2024-05-12,14:00-16:00,S10081
2,A,2024-05-10,14:00-16:00,S10081
77,D,2024-12-07,16:00-18:00,S10081
77,D,2024-12-09,14:00-16:00,S10081
51,C,2024-12-08,8:00-10:00,S10081
7,A,2024-05-01,14:00-16:00,S10037
16,A,2024-02-01,16:00-18:00,S10037
47,C,2024-05-23,10:00-12:00,S10037
15,A,2024-12-02,14:00-16:00,S10037
37,B,2024-09-24,16:00-18:00,S10037
58,C,2024-12-16,14:00-16:00,S10037
37,B,2024-09-21,14:00-16:00,S10180
14,A,2024-11-01,16:00-18:00,S10180
29,B,2024-05-01,14:00-16:00,S10180
4,A,2024-05-01,10:00-12:00,S10180
79,D,2024-06-25,16:00-18:00,S10180
62,D,2024-12-01,14:00-16:00,S10180
10,A,2024-03-03,14:00-16:00,S10180
59,C,2024-12-07,14:00-16:00,S10180
11,A,2024-03-18,14:00-16:00,S10180
46,C,2024-12-03,16:00-18:00,S10180
79,D,2024-05-19,14:00-16:00,S10180
62,D,2024-12-18,16:00-18:00,S10180
37,B,2024-01-07,14:00-16:00,S10041
78,D,2024-09-06,14:00-16:00,S10041
47,C,2024-02-27,14:00-16:00,S10041
3,A,2024-10-12,14:00-16:00,S10041
54,C,2024-11-11,10:00-12:00,S10041
44,C,2024-12-13,10:00-12:00,S10041
58,C,2024-06-15,16:00-18:00,S10139
28,B,2024-06-01,10:00-12:00,S10139
11,A,2024-05-17,16:00-18:00,S10139
43,C,2024-06-11,16:00-18:00,S10139
55,C,2024-09-06,10:00-12:00,S10139
37,B,2024-10-06,14:00-16:00,S10139
79,D,2024-06-22,14:00-16:00,S10139
46,C,2024-03-23,14:00-16:00,S10139
6,A,2024-09-02,14:00-16:00,S10139
70,D,2024-01-09,8:00-10:00,S10139
4,A,2024-05-15,10:00-12:00,S10139
8,A,2024-12-19,14:00-16:00,S10137
37,B,2024-02-26,16:00-18:00,S10137
13,A,2024-02-09,14:00-16:00,S10186
55,C,2024-05-02,10:00-12:00,S10186
49,C,2024-05-18,14:00-16:00,S10186
30,B,2024-02-14,8:00-10:00,S10186
77,D,2024-09-26,16:00-18:00,S10186
38,B,2024-05-14,14:00-16:00,S10186
9,A,2024-01-17,10:00-12:00,S10186
10,A,2024-05-24,10:00-12:00,S10109
18,A,2024-03-01,10:00-12:00,S10109
10,A,2024-12-12,14:00-16:00,S10109
55,C,2024-05-26,16:00-18:00,S10109
74,D,2024-05-27,10:00-12:00,S10109
64,D,2024-01-18,16:00-18:00,S10109
58,C,2024-12-05,14:00-16:00,S10109
39,B,2024-09-27,10:00-12:00,S10109
59,C,2024-12-25,14:00-16:00,S10109
16,A,2024-02-26,16:00-18:00,S10003
71,D,2024-12-12,16:00-18:00,S10003
21,B,2024-05-15,14:00-16:00,S10003
79,D,2024-12-17,16:00-18:00,S10003
12,A,2024-05-21,14:00-16:00,S10003
35,B,2024-12-02,14:00-16:00,S10003
67,D,2024-05-20,14:00-16:00,S10003
